station,ap1,rssi1,ocu1,con1,ap2,rssi2,ocu2,con2,ap3,rssi3,ocu3,con3,ap4,rssi4,ocu4,con4,associatedTo
sta1,0,xx,yy,zz,1,-69.0,66.6666666667,0.0310,1,-72.0,46.6666666667,0.0310,0,xx,yy,zz,ap3
sta2,0,xx,yy,zz,1,-55.0,55.5555555556,0.0102,1,-76.0,60.0,0.0415,0,xx,yy,zz,ap2
sta3,0,xx,yy,zz,0,xx,yy,zz,1,-69.0,53.3333333333,0.0245,1,-76.0,45.0,0.0527,ap3
sta4,0,xx,yy,zz,1,-74.0,66.6666666667,0.0461,1,-66.0,60.0,0.0186,1,-77.0,40.0,0.0560,ap3
sta5,1,-73.0,53.3333333333,0.0347,0,xx,yy,zz,0,xx,yy,zz,1,-75.0,30.0,0.0478,ap4
sta6,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-56.0,30.0,0.0109,ap4
sta7,1,-70.0,40.0,0.0292,1,-70.0,66.6666666667,0.0321,0,xx,yy,zz,0,xx,yy,zz,ap1
sta8,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,60.0,0.0101,0,xx,yy,zz,ap3
sta9,1,-75.0,53.3333333333,0.0411,1,-72.0,66.6666666667,0.0385,1,-76.0,66.6666666667,0.0407,1,-76.0,35.0,0.0515,ap4
sta10,1,-74.0,46.6666666667,0.0385,1,-72.0,66.6666666667,0.0389,1,-77.0,60.0,0.0434,1,-76.0,45.0,0.0513,ap1
sta11,1,-75.0,60.0,0.0411,1,-72.0,66.6666666667,0.0385,1,-76.0,60.0,0.0407,1,-76.0,35.0,0.0515,ap4
sta12,1,-74.0,60.0,0.0375,1,-68.0,55.5555555556,0.0289,1,-76.0,60.0,0.0425,0,xx,yy,zz,ap2
sta13,1,-74.0,60.0,0.0375,1,-68.0,55.5555555556,0.0289,1,-76.0,60.0,0.0425,0,xx,yy,zz,ap2
sta14,1,-50.0,46.6666666667,0.0059,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-44.0,46.6666666667,0.0039,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-55.0,46.6666666667,0.0083,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,46.6666666667,0.0106,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-53.0,35.0,0.0088,ap4
sta20,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-70.0,35.0,0.0338,ap4
sta22,0,xx,yy,zz,1,-50.0,55.5555555556,0.0073,0,xx,yy,zz,0,xx,yy,zz,ap2
sta24,0,xx,yy,zz,1,-46.0,55.5555555556,0.0050,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,0,xx,yy,zz,1,-69.0,66.6666666667,0.0306,1,-72.0,46.6666666667,0.0310,0,xx,yy,zz,ap3
sta2,0,xx,yy,zz,1,-54.0,55.5555555556,0.0096,1,-76.0,60.0,0.0418,0,xx,yy,zz,ap2
sta3,0,xx,yy,zz,0,xx,yy,zz,1,-69.0,46.6666666667,0.0240,1,-76.0,45.0,0.0531,ap3
sta4,0,xx,yy,zz,1,-74.0,66.6666666667,0.0456,1,-65.0,46.6666666667,0.0183,1,-77.0,45.0,0.0566,ap3
sta5,1,-73.0,60.0,0.0343,0,xx,yy,zz,0,xx,yy,zz,1,-75.0,35.0,0.0476,ap4
sta6,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-56.0,35.0,0.0116,ap4
sta7,1,-71.0,46.6666666667,0.0295,1,-70.0,66.6666666667,0.0322,0,xx,yy,zz,0,xx,yy,zz,ap1
sta8,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,46.6666666667,0.0102,0,xx,yy,zz,ap3
sta9,1,-75.0,60.0,0.0420,1,-72.0,66.6666666667,0.0370,1,-75.0,60.0,0.0392,1,-76.0,35.0,0.0530,ap4
sta10,1,-75.0,46.6666666667,0.0403,1,-73.0,66.6666666667,0.0400,1,-76.0,60.0,0.0422,1,-75.0,45.0,0.0500,ap1
sta11,1,-74.0,60.0,0.0394,1,-72.0,66.6666666667,0.0373,1,-76.0,60.0,0.0419,1,-76.0,35.0,0.0527,ap4
sta12,1,-74.0,60.0,0.0390,1,-69.0,55.5555555556,0.0300,1,-76.0,60.0,0.0410,0,xx,yy,zz,ap2
sta13,1,-73.0,60.0,0.0361,1,-68.0,55.5555555556,0.0279,1,-77.0,60.0,0.0441,0,xx,yy,zz,ap2
sta14,1,-51.0,46.6666666667,0.0065,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-47.0,46.6666666667,0.0047,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,46.6666666667,0.0102,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-60.0,46.6666666667,0.0122,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-51.0,35.0,0.0079,ap4
sta20,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-71.0,35.0,0.0353,ap4
sta22,0,xx,yy,zz,1,-48.0,55.5555555556,0.0060,0,xx,yy,zz,0,xx,yy,zz,ap2
sta24,0,xx,yy,zz,1,-40.0,55.5555555556,0.0033,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,0,xx,yy,zz,1,-69.0,66.6666666667,0.0302,1,-72.0,46.6666666667,0.0311,0,xx,yy,zz,ap3
sta2,0,xx,yy,zz,1,-53.0,55.5555555556,0.0090,1,-76.0,60.0,0.0422,0,xx,yy,zz,ap2
sta3,0,xx,yy,zz,0,xx,yy,zz,1,-69.0,46.6666666667,0.0235,1,-76.0,45.0,0.0534,ap3
sta4,0,xx,yy,zz,1,-74.0,66.6666666667,0.0450,1,-65.0,46.6666666667,0.0180,0,xx,yy,zz,ap3
sta5,1,-72.0,60.0,0.0340,0,xx,yy,zz,0,xx,yy,zz,1,-75.0,35.0,0.0473,ap4
sta6,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-57.0,35.0,0.0124,ap4
sta7,1,-71.0,46.6666666667,0.0297,1,-70.0,66.6666666667,0.0323,0,xx,yy,zz,0,xx,yy,zz,ap1
sta8,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,46.6666666667,0.0103,0,xx,yy,zz,ap3
sta9,1,-75.0,60.0,0.0430,1,-71.0,66.6666666667,0.0356,1,-75.0,60.0,0.0378,1,-77.0,35.0,0.0546,ap4
sta10,1,-74.0,46.6666666667,0.0385,1,-72.0,66.6666666667,0.0389,1,-77.0,60.0,0.0434,1,-76.0,45.0,0.0513,ap1
sta11,1,-74.0,60.0,0.0377,1,-71.0,66.6666666667,0.0362,1,-77.0,60.0,0.0432,1,-76.0,35.0,0.0540,ap4
sta12,1,-74.0,60.0,0.0375,1,-68.0,55.5555555556,0.0289,1,-76.0,60.0,0.0425,0,xx,yy,zz,ap2
sta13,1,-74.0,60.0,0.0375,1,-68.0,55.5555555556,0.0289,1,-76.0,60.0,0.0425,0,xx,yy,zz,ap2
sta14,1,-50.0,46.6666666667,0.0059,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-50.0,46.6666666667,0.0060,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,46.6666666667,0.0101,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-61.0,46.6666666667,0.0132,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-54.0,35.0,0.0097,ap4
sta20,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-71.0,35.0,0.0365,ap4
sta22,0,xx,yy,zz,1,-45.0,55.5555555556,0.0047,0,xx,yy,zz,0,xx,yy,zz,ap2
sta24,0,xx,yy,zz,1,-46.0,55.5555555556,0.0050,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,0,xx,yy,zz,1,-69.0,66.6666666667,0.0299,1,-72.0,46.6666666667,0.0312,0,xx,yy,zz,ap3
sta2,0,xx,yy,zz,1,-52.0,55.5555555556,0.0084,1,-76.0,60.0,0.0426,0,xx,yy,zz,ap2
sta3,0,xx,yy,zz,0,xx,yy,zz,1,-68.0,46.6666666667,0.0230,1,-76.0,45.0,0.0537,ap3
sta4,0,xx,yy,zz,1,-74.0,66.6666666667,0.0445,1,-65.0,46.6666666667,0.0178,0,xx,yy,zz,ap3
sta5,1,-72.0,60.0,0.0337,0,xx,yy,zz,0,xx,yy,zz,1,-75.0,35.0,0.0471,ap4
sta6,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,35.0,0.0132,ap4
sta7,1,-71.0,46.6666666667,0.0300,1,-70.0,66.6666666667,0.0324,0,xx,yy,zz,0,xx,yy,zz,ap1
sta8,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,46.6666666667,0.0105,0,xx,yy,zz,ap3
sta9,1,-76.0,60.0,0.0440,1,-71.0,66.6666666667,0.0342,1,-74.0,60.0,0.0364,1,-77.0,35.0,0.0561,ap4
sta10,1,-74.0,46.6666666667,0.0394,1,-72.0,66.6666666667,0.0373,1,-76.0,60.0,0.0419,1,-76.0,45.0,0.0527,ap1
sta11,1,-73.0,60.0,0.0368,1,-72.0,66.6666666667,0.0378,1,-77.0,60.0,0.0447,1,-76.0,35.0,0.0525,ap4
sta12,1,-73.0,60.0,0.0361,1,-68.0,55.5555555556,0.0279,1,-77.0,60.0,0.0441,0,xx,yy,zz,ap2
sta13,1,-74.0,60.0,0.0388,1,-68.0,55.5555555556,0.0273,1,-76.0,60.0,0.0414,0,xx,yy,zz,ap2
sta14,1,-53.0,46.6666666667,0.0078,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-47.0,46.6666666667,0.0050,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,46.6666666667,0.0102,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-60.0,46.6666666667,0.0117,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-55.0,35.0,0.0104,ap4
sta20,0,xx,yy,zz,0,xx,yy,zz,1,-77.0,60.0,0.0444,1,-72.0,35.0,0.0380,ap4
sta22,0,xx,yy,zz,1,-49.0,55.5555555556,0.0063,0,xx,yy,zz,0,xx,yy,zz,ap2
sta24,0,xx,yy,zz,1,-48.0,55.5555555556,0.0060,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,0,xx,yy,zz,1,-69.0,66.6666666667,0.0295,1,-72.0,46.6666666667,0.0312,0,xx,yy,zz,ap3
sta2,0,xx,yy,zz,1,-51.0,55.5555555556,0.0078,1,-76.0,60.0,0.0430,0,xx,yy,zz,ap2
sta3,0,xx,yy,zz,0,xx,yy,zz,1,-68.0,46.6666666667,0.0225,1,-76.0,45.0,0.0540,ap3
sta4,0,xx,yy,zz,1,-74.0,66.6666666667,0.0439,1,-65.0,46.6666666667,0.0176,0,xx,yy,zz,ap3
sta5,1,-72.0,60.0,0.0334,0,xx,yy,zz,0,xx,yy,zz,1,-75.0,35.0,0.0469,ap4
sta6,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-59.0,35.0,0.0140,ap4
sta7,1,-71.0,46.6666666667,0.0302,1,-70.0,66.6666666667,0.0326,0,xx,yy,zz,0,xx,yy,zz,ap1
sta8,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,46.6666666667,0.0107,0,xx,yy,zz,ap3
sta9,1,-75.0,60.0,0.0430,1,-71.0,66.6666666667,0.0356,1,-75.0,60.0,0.0378,1,-77.0,35.0,0.0546,ap4
sta10,1,-75.0,46.6666666667,0.0403,1,-71.0,66.6666666667,0.0358,1,-76.0,60.0,0.0405,1,-77.0,45.0,0.0542,ap1
sta11,1,-73.0,60.0,0.0351,1,-71.0,66.6666666667,0.0368,0,xx,yy,zz,1,-76.0,35.0,0.0539,ap4
sta12,1,-74.0,60.0,0.0375,1,-68.0,55.5555555556,0.0289,1,-76.0,60.0,0.0425,0,xx,yy,zz,ap2
sta13,1,-75.0,60.0,0.0401,1,-67.0,55.5555555556,0.0258,1,-76.0,60.0,0.0403,0,xx,yy,zz,ap2
sta14,1,-54.0,46.6666666667,0.0083,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-42.0,46.6666666667,0.0033,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-60.0,46.6666666667,0.0121,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-61.0,46.6666666667,0.0130,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-56.0,35.0,0.0115,ap4
sta20,1,-76.0,60.0,0.0450,0,xx,yy,zz,0,xx,yy,zz,1,-72.0,35.0,0.0392,ap4
sta22,0,xx,yy,zz,1,-45.0,55.5555555556,0.0047,0,xx,yy,zz,0,xx,yy,zz,ap2
sta24,0,xx,yy,zz,1,-45.0,55.5555555556,0.0047,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,0,xx,yy,zz,1,-68.0,66.6666666667,0.0291,1,-72.0,46.6666666667,0.0313,0,xx,yy,zz,ap3
sta2,0,xx,yy,zz,1,-50.0,55.5555555556,0.0073,1,-77.0,60.0,0.0434,0,xx,yy,zz,ap2
sta3,0,xx,yy,zz,0,xx,yy,zz,1,-68.0,46.6666666667,0.0220,1,-77.0,45.0,0.0543,ap3
sta4,0,xx,yy,zz,1,-74.0,66.6666666667,0.0433,1,-65.0,46.6666666667,0.0174,0,xx,yy,zz,ap3
sta5,1,-72.0,60.0,0.0331,0,xx,yy,zz,0,xx,yy,zz,1,-75.0,35.0,0.0467,ap4
sta6,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-60.0,35.0,0.0148,ap4
sta7,1,-71.0,46.6666666667,0.0305,1,-70.0,66.6666666667,0.0327,0,xx,yy,zz,0,xx,yy,zz,ap1
sta8,0,xx,yy,zz,0,xx,yy,zz,1,-59.0,46.6666666667,0.0109,0,xx,yy,zz,ap3
sta9,1,-75.0,60.0,0.0413,1,-71.0,66.6666666667,0.0343,1,-75.0,60.0,0.0391,1,-77.0,35.0,0.0557,ap4
sta10,1,-74.0,46.6666666667,0.0387,1,-71.0,66.6666666667,0.0346,1,-76.0,60.0,0.0419,1,-77.0,45.0,0.0554,ap1
sta11,1,-73.0,60.0,0.0360,1,-71.0,66.6666666667,0.0352,1,-77.0,60.0,0.0446,1,-77.0,35.0,0.0553,ap4
sta12,1,-73.0,60.0,0.0363,1,-69.0,55.5555555556,0.0305,1,-77.0,60.0,0.0437,0,xx,yy,zz,ap2
sta13,1,-74.0,60.0,0.0388,1,-68.0,55.5555555556,0.0273,1,-76.0,60.0,0.0414,0,xx,yy,zz,ap2
sta14,1,-57.0,46.6666666667,0.0101,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-47.0,46.6666666667,0.0047,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,46.6666666667,0.0102,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-60.0,46.6666666667,0.0117,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-55.0,35.0,0.0101,ap4
sta20,1,-76.0,60.0,0.0431,1,-75.0,66.6666666667,0.0496,0,xx,yy,zz,1,-73.0,35.0,0.0404,ap4
sta22,0,xx,yy,zz,1,-48.0,55.5555555556,0.0060,0,xx,yy,zz,0,xx,yy,zz,ap2
sta24,0,xx,yy,zz,1,-42.0,55.5555555556,0.0038,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,0,xx,yy,zz,1,-68.0,66.6666666667,0.0287,1,-72.0,46.6666666667,0.0315,0,xx,yy,zz,ap3
sta2,0,xx,yy,zz,1,-49.0,55.5555555556,0.0067,1,-77.0,60.0,0.0438,0,xx,yy,zz,ap2
sta3,0,xx,yy,zz,0,xx,yy,zz,1,-67.0,46.6666666667,0.0215,1,-77.0,45.0,0.0546,ap3
sta4,0,xx,yy,zz,1,-73.0,66.6666666667,0.0427,1,-65.0,46.6666666667,0.0173,0,xx,yy,zz,ap3
sta5,1,-72.0,60.0,0.0328,0,xx,yy,zz,0,xx,yy,zz,1,-75.0,35.0,0.0465,ap4
sta6,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-60.0,35.0,0.0156,ap4
sta7,1,-71.0,46.6666666667,0.0307,1,-70.0,66.6666666667,0.0328,0,xx,yy,zz,0,xx,yy,zz,ap1
sta8,0,xx,yy,zz,0,xx,yy,zz,1,-59.0,46.6666666667,0.0111,0,xx,yy,zz,ap3
sta9,1,-74.0,60.0,0.0397,1,-70.0,66.6666666667,0.0331,1,-76.0,60.0,0.0405,1,-77.0,35.0,0.0569,ap4
sta10,1,-75.0,46.6666666667,0.0403,1,-71.0,66.6666666667,0.0358,1,-76.0,60.0,0.0405,1,-77.0,45.0,0.0542,ap1
sta11,1,-73.0,60.0,0.0344,1,-71.0,66.6666666667,0.0342,0,xx,yy,zz,1,-77.0,35.0,0.0566,ap4
sta12,1,-73.0,60.0,0.0352,1,-70.0,55.5555555556,0.0322,1,-77.0,60.0,0.0449,0,xx,yy,zz,ap2
sta13,1,-74.0,60.0,0.0375,1,-68.0,55.5555555556,0.0289,1,-76.0,60.0,0.0425,0,xx,yy,zz,ap2
sta14,1,-58.0,46.6666666667,0.0108,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-50.0,46.6666666667,0.0060,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-55.0,46.6666666667,0.0083,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-58.0,46.6666666667,0.0106,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-53.0,35.0,0.0088,ap4
sta20,1,-75.0,60.0,0.0412,1,-75.0,66.6666666667,0.0485,0,xx,yy,zz,1,-73.0,35.0,0.0417,ap4
sta22,0,xx,yy,zz,1,-50.0,55.5555555556,0.0073,0,xx,yy,zz,0,xx,yy,zz,ap2
sta24,0,xx,yy,zz,1,-47.0,55.5555555556,0.0057,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,0,xx,yy,zz,1,-68.0,66.6666666667,0.0283,1,-72.0,46.6666666667,0.0316,0,xx,yy,zz,ap3
sta2,0,xx,yy,zz,1,-48.0,55.5555555556,0.0061,1,-77.0,60.0,0.0442,0,xx,yy,zz,ap2
sta3,0,xx,yy,zz,0,xx,yy,zz,1,-67.0,46.6666666667,0.0211,1,-77.0,45.0,0.0549,ap3
sta4,0,xx,yy,zz,1,-73.0,66.6666666667,0.0422,1,-65.0,46.6666666667,0.0173,0,xx,yy,zz,ap3
sta5,1,-72.0,60.0,0.0325,0,xx,yy,zz,0,xx,yy,zz,1,-74.0,35.0,0.0463,ap4
sta6,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-61.0,35.0,0.0164,ap4
sta7,1,-71.0,46.6666666667,0.0310,1,-70.0,66.6666666667,0.0330,0,xx,yy,zz,0,xx,yy,zz,ap1
sta8,0,xx,yy,zz,0,xx,yy,zz,1,-59.0,46.6666666667,0.0113,0,xx,yy,zz,ap3
sta9,1,-75.0,60.0,0.0413,1,-71.0,66.6666666667,0.0343,1,-75.0,60.0,0.0391,1,-77.0,35.0,0.0557,ap4
sta10,1,-75.0,46.6666666667,0.0413,1,-71.0,66.6666666667,0.0343,1,-75.0,60.0,0.0391,1,-77.0,45.0,0.0557,ap1
sta11,1,-73.0,60.0,0.0360,1,-71.0,66.6666666667,0.0352,1,-77.0,60.0,0.0446,1,-77.0,35.0,0.0553,ap4
sta12,1,-72.0,60.0,0.0336,1,-69.0,55.5555555556,0.0313,0,xx,yy,zz,0,xx,yy,zz,ap2
sta13,1,-74.0,60.0,0.0390,1,-69.0,55.5555555556,0.0300,1,-76.0,60.0,0.0410,0,xx,yy,zz,ap2
sta14,1,-59.0,46.6666666667,0.0118,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-47.0,46.6666666667,0.0047,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-56.0,46.6666666667,0.0088,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-60.0,46.6666666667,0.0122,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-55.0,35.0,0.0101,ap4
sta20,1,-75.0,60.0,0.0409,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,35.0,0.0403,ap4
sta22,0,xx,yy,zz,1,-53.0,55.5555555556,0.0089,0,xx,yy,zz,0,xx,yy,zz,ap2
sta24,0,xx,yy,zz,1,-51.0,55.5555555556,0.0076,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,0,xx,yy,zz,1,-68.0,66.6666666667,0.0280,1,-73.0,46.6666666667,0.0318,0,xx,yy,zz,ap3
sta2,0,xx,yy,zz,1,-47.0,55.5555555556,0.0055,1,-77.0,60.0,0.0447,0,xx,yy,zz,ap2
sta3,0,xx,yy,zz,0,xx,yy,zz,1,-67.0,46.6666666667,0.0206,1,-77.0,45.0,0.0551,ap3
sta4,0,xx,yy,zz,1,-73.0,66.6666666667,0.0416,1,-65.0,46.6666666667,0.0172,0,xx,yy,zz,ap3
sta5,1,-72.0,60.0,0.0322,0,xx,yy,zz,0,xx,yy,zz,1,-74.0,35.0,0.0461,ap4
sta6,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-62.0,35.0,0.0172,ap4
sta7,1,-71.0,46.6666666667,0.0312,1,-70.0,66.6666666667,0.0331,0,xx,yy,zz,0,xx,yy,zz,ap1
sta8,0,xx,yy,zz,0,xx,yy,zz,1,-59.0,46.6666666667,0.0116,0,xx,yy,zz,ap3
sta9,1,-75.0,60.0,0.0424,1,-70.0,61.1111111111,0.0329,1,-75.0,60.0,0.0378,0,xx,yy,zz,ap2
sta10,1,-75.0,46.6666666667,0.0424,1,-70.0,72.2222222222,0.0329,1,-75.0,60.0,0.0378,0,xx,yy,zz,ap1
sta11,1,-74.0,60.0,0.0371,1,-70.0,72.2222222222,0.0335,1,-77.0,60.0,0.0432,1,-77.0,30.0,0.0567,ap4
sta12,1,-73.0,60.0,0.0352,1,-70.0,61.1111111111,0.0322,1,-77.0,60.0,0.0449,0,xx,yy,zz,ap2
sta13,1,-74.0,60.0,0.0378,1,-69.0,61.1111111111,0.0316,1,-76.0,60.0,0.0422,0,xx,yy,zz,ap2
sta14,1,-58.0,46.6666666667,0.0108,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-44.0,46.6666666667,0.0039,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-57.0,46.6666666667,0.0097,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-62.0,46.6666666667,0.0140,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-53.0,30.0,0.0088,ap4
sta20,1,-75.0,60.0,0.0412,1,-75.0,72.2222222222,0.0485,0,xx,yy,zz,1,-73.0,30.0,0.0417,ap4
sta22,0,xx,yy,zz,1,-52.0,61.1111111111,0.0081,0,xx,yy,zz,0,xx,yy,zz,ap2
sta24,0,xx,yy,zz,1,-54.0,61.1111111111,0.0096,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,0,xx,yy,zz,1,-68.0,72.2222222222,0.0276,1,-73.0,46.6666666667,0.0319,0,xx,yy,zz,ap3
sta2,0,xx,yy,zz,1,-45.0,61.1111111111,0.0050,0,xx,yy,zz,0,xx,yy,zz,ap2
sta3,0,xx,yy,zz,0,xx,yy,zz,1,-67.0,46.6666666667,0.0201,1,-77.0,40.0,0.0554,ap3
sta4,0,xx,yy,zz,1,-73.0,72.2222222222,0.0410,1,-65.0,46.6666666667,0.0172,0,xx,yy,zz,ap3
sta5,1,-72.0,60.0,0.0319,0,xx,yy,zz,0,xx,yy,zz,1,-74.0,30.0,0.0460,ap4
sta6,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-62.0,30.0,0.0180,ap4
sta7,1,-71.0,46.6666666667,0.0315,1,-70.0,72.2222222222,0.0332,0,xx,yy,zz,0,xx,yy,zz,ap1
sta8,0,xx,yy,zz,0,xx,yy,zz,1,-60.0,46.6666666667,0.0119,0,xx,yy,zz,ap3
sta9,1,-75.0,60.0,0.0413,1,-71.0,66.6666666667,0.0343,1,-75.0,60.0,0.0391,1,-77.0,35.0,0.0557,ap4
sta10,1,-75.0,46.6666666667,0.0408,1,-69.0,66.6666666667,0.0316,1,-75.0,60.0,0.0392,0,xx,yy,zz,ap1
sta11,1,-74.0,60.0,0.0387,1,-71.0,66.6666666667,0.0346,1,-76.0,60.0,0.0419,1,-77.0,35.0,0.0554,ap4
sta12,1,-72.0,60.0,0.0341,1,-70.0,55.5555555556,0.0339,0,xx,yy,zz,0,xx,yy,zz,ap2
sta13,1,-73.0,60.0,0.0367,1,-70.0,55.5555555556,0.0332,1,-77.0,60.0,0.0435,0,xx,yy,zz,ap2
sta14,1,-55.0,46.6666666667,0.0092,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta15,1,-47.0,46.6666666667,0.0047,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,ap1
sta16,0,xx,yy,zz,0,xx,yy,zz,1,-59.0,46.6666666667,0.0114,0,xx,yy,zz,ap3
sta18,0,xx,yy,zz,0,xx,yy,zz,1,-63.0,46.6666666667,0.0158,0,xx,yy,zz,ap3
sta19,0,xx,yy,zz,0,xx,yy,zz,0,xx,yy,zz,1,-51.0,35.0,0.0079,ap4
sta20,1,-75.0,60.0,0.0409,0,xx,yy,zz,0,xx,yy,zz,1,-73.0,35.0,0.0403,ap4
sta22,0,xx,yy,zz,1,-49.0,55.5555555556,0.0063,0,xx,yy,zz,0,xx,yy,zz,ap2
sta24,0,xx,yy,zz,1,-54.0,55.5555555556,0.0096,0,xx,yy,zz,0,xx,yy,zz,ap2
sta1,0,xx,yy,zz,1,-68.0,66.6666666667,0.0272,1,-73.0,46.6666666667,0.0321,0,xx,yy,zz,ap3
sta2,0,xx,yy,zz,1,-44.0,55.5555555556,0.0044,0,xx,yy,zz,0,xx,yy,zz,ap2
sta3,0,xx,yy,zz,0,xx,yy,zz,1,-66.0,46.6666666667,0.0196,1,-77.0,45.0,0.0557,ap3
sta4,0,xx,yy,zz,1,-73.0,66.6666666667,0.0404,1,-65.0,46.6666666667,0.0172,0,xx,yy,zz,ap3
sta5,1,-72.0,60.0,0.0317,0,xx,yy,zz,0,xx,yy,zz,1,-74.0,35.0,0.0458,ap4
