station,aps_range,ap,rssi,num_sta,dist,cons_bat,associatedTo
sta5,32,2,-65.0,5,22.47,0.2247,3
sta1,32,3,-64.0,5,16.03,0.1603,3
sta1,32,2,-72.0,5,37.64,0.3764,3
sta2,3,3,-77.0,5,43.42,0.4342,3
sta3,432,4,-73.0,4,41.77,0.4177,4
sta3,432,3,-75.0,5,37.22,0.3722,4
sta3,432,2,-75.0,5,49.65,0.4965,4
sta4,4,4,-70.0,4,34.01,0.3401,4
sta5,32,3,-73.0,5,32.2,0.322,3
sta5,32,2,-63.0,5,19.42,0.1942,3
sta1,32,3,-64.0,5,16.28,0.1628,3
sta1,32,2,-73.0,5,40.8,0.408,3
sta2,3,3,-76.0,5,41.0,0.41,3
sta3,432,4,-74.0,4,45.71,0.4571,4
sta3,432,3,-74.0,5,35.34,0.3534,4
sta3,432,2,-74.0,5,45.71,0.4571,4
sta4,4,4,-71.0,4,36.12,0.3612,4
sta5,32,3,-73.0,5,33.12,0.3312,3
sta5,32,2,-62.0,5,17.8,0.178,3
sta1,32,3,-63.0,4,15.0,0.15,3
sta1,32,2,-72.0,6,39.05,0.3905,3
sta2,3,3,-77.0,4,43.97,0.4397,3
sta3,432,4,-73.0,4,42.58,0.4258,4
sta3,432,3,-75.0,4,37.59,0.3759,4
sta3,432,2,-75.0,6,48.51,0.4851,4
sta4,4,4,-72.0,4,39.2,0.392,4
sta5,32,3,-74.0,4,34.89,0.3489,2
sta5,32,2,-61.0,6,16.64,0.1664,2
sta1,32,3,-64.0,4,16.03,0.1603,3
sta1,32,2,-72.0,6,39.2,0.392,3
sta2,3,3,-77.0,4,43.97,0.4397,3
sta3,432,4,-74.0,4,43.42,0.4342,4
sta3,432,3,-73.0,4,34.13,0.3413,4
sta3,432,2,-75.0,6,49.24,0.4924,4
sta4,4,4,-72.0,4,39.2,0.392,4
sta5,32,3,-75.0,4,37.7,0.377,2
sta5,32,2,-61.0,6,16.76,0.1676,2
sta1,32,3,-66.0,3,19.0,0.19,3
sta1,32,2,-71.0,6,36.62,0.3662,3
sta3,432,4,-74.0,4,45.22,0.4522,4
sta3,432,3,-72.0,3,31.06,0.3106,4
sta3,432,2,-75.0,6,49.04,0.4904,4
sta4,4,4,-72.0,4,38.12,0.3812,4
sta5,32,3,-74.0,3,34.48,0.3448,2
sta5,32,2,-61.0,6,16.4,0.164,2
sta1,32,3,-63.0,4,15.0,0.15,3
sta1,32,2,-72.0,6,39.05,0.3905,3
sta3,432,4,-76.0,3,50.29,0.5029,3
sta3,432,3,-71.0,4,27.73,0.2773,3
sta3,432,2,-74.0,6,44.6,0.446,3
sta4,4,4,-72.0,3,38.33,0.3833,4
sta5,32,3,-75.0,4,36.89,0.3689,2
sta5,32,2,-58.0,6,13.45,0.1345,2
sta1,32,3,-65.0,4,18.03,0.1803,3
sta1,32,2,-72.0,6,38.01,0.3801,3
sta3,432,4,-76.0,3,52.2,0.522,3
sta3,432,3,-70.0,4,26.93,0.2693,3
sta3,432,2,-73.0,6,42.72,0.4272,3
sta4,4,4,-73.0,3,40.11,0.4011,4
sta5,32,3,-76.0,4,41.34,0.4134,2
sta5,32,2,-54.0,6,9.43,0.0943,2
sta1,32,3,-65.0,4,18.03,0.1803,3
sta1,32,2,-72.0,6,38.01,0.3801,3
sta3,432,4,-76.0,3,53.45,0.5345,3
sta3,432,3,-70.0,4,25.63,0.2563,3
sta3,432,2,-73.0,6,42.15,0.4215,3
sta4,4,4,-72.0,3,38.12,0.3812,4
sta5,32,3,-75.0,4,39.66,0.3966,2
sta5,32,2,-55.0,6,10.63,0.1063,2
sta1,32,3,-63.0,4,15.0,0.15,3
sta1,32,2,-72.0,6,39.05,0.3905,3
sta3,432,4,-77.0,3,54.71,0.5471,3
sta3,432,3,-69.0,4,24.35,0.2435,3
sta3,432,2,-73.0,6,41.63,0.4163,3
sta4,4,4,-71.0,3,35.23,0.3523,4
sta5,32,3,-74.0,4,35.85,0.3585,2
sta5,32,2,-60.0,6,15.0,0.15,2
sta1,32,3,-65.0,4,17.12,0.1712,3
sta1,32,2,-71.0,6,36.24,0.3624,3
sta3,432,4,-77.0,3,54.23,0.5423,3
sta3,432,3,-67.0,4,21.47,0.2147,3
sta3,432,2,-74.0,6,45.18,0.4518,3
sta4,4,4,-70.0,3,32.39,0.3239,4
sta5,32,3,-74.0,4,35.51,0.3551,2
sta5,32,2,-60.0,6,14.87,0.1487,2
sta1,32,3,-66.0,4,18.68,0.1868,3
sta1,32,2,-70.0,6,33.3,0.333,3
sta3,432,4,-76.0,3,50.92,0.5092,3
sta3,432,3,-70.0,4,25.94,0.2594,3
sta3,432,2,-74.0,6,45.31,0.4531,3
sta4,4,4,-70.0,3,34.13,0.3413,4
sta5,32,3,-74.0,4,35.23,0.3523,2
sta5,32,2,-60.0,6,14.87,0.1487,2
sta1,32,3,-66.0,4,19.72,0.1972,3
sta1,32,2,-69.0,6,30.48,0.3048,3
sta3,432,4,-77.0,3,54.12,0.5412,3
sta3,432,3,-70.0,4,26.25,0.2625,3
sta3,432,2,-73.0,6,40.85,0.4085,3
sta4,4,4,-71.0,3,35.23,0.3523,4
sta5,32,3,-73.0,4,33.12,0.3312,2
sta5,32,2,-62.0,6,17.8,0.178,2
sta1,32,3,-67.0,4,20.62,0.2062,3
sta1,32,2,-69.0,6,29.41,0.2941,3
sta3,432,4,-77.0,3,55.36,0.5536,3
sta3,432,3,-69.0,4,25.0,0.25,3
sta3,432,2,-73.0,6,40.31,0.4031,3
sta4,4,4,-71.0,3,34.71,0.3471,4
sta5,32,3,-72.0,4,29.55,0.2955,2
sta5,32,2,-65.0,6,22.2,0.222,2
sta1,32,3,-65.0,4,18.36,0.1836,3
sta1,32,2,-70.0,6,31.89,0.3189,3
sta3,32,3,-69.0,4,24.52,0.2452,3
sta3,32,2,-72.0,6,38.48,0.3848,3
sta4,4,4,-71.0,3,34.71,0.3471,4
sta5,32,3,-73.0,4,33.12,0.3312,2
sta5,32,2,-62.0,6,17.8,0.178,2
sta1,32,3,-64.0,4,17.0,0.17,3
sta1,32,2,-70.0,6,33.3,0.333,3
sta3,32,3,-70.0,4,26.02,0.2602,3
sta3,32,2,-70.0,6,34.01,0.3401,3
sta4,4,4,-71.0,3,36.67,0.3667,4
sta5,32,3,-72.0,4,29.68,0.2968,2
sta5,32,2,-64.0,6,20.52,0.2052,2
sta1,32,3,-64.0,4,16.4,0.164,3
sta1,32,2,-70.0,6,33.6,0.336,3
sta3,32,3,-68.0,4,23.0,0.23,3
sta3,32,2,-71.0,6,34.48,0.3448,3
sta4,4,4,-72.0,3,37.48,0.3748,4
sta5,32,3,-72.0,4,31.38,0.3138,2
sta5,32,2,-63.0,6,19.1,0.191,2
sta1,32,3,-60.0,4,12.37,0.1237,3
sta1,32,2,-72.0,6,38.9,0.389,3
sta3,32,3,-70.0,4,26.17,0.2617,3
sta3,32,2,-71.0,6,35.85,0.3585,3
sta4,4,4,-72.0,3,37.22,0.3722,4
sta5,32,3,-71.0,4,28.3,0.283,2
sta5,32,2,-65.0,6,21.93,0.2193,2
sta1,32,3,-61.0,4,13.15,0.1315,3
sta1,32,2,-72.0,6,38.9,0.389,3
sta3,324,3,-72.0,4,29.41,0.2941,3
sta3,324,2,-73.0,6,40.8,0.408,3
sta3,324,4,-76.0,3,52.39,0.5239,3
sta4,4,4,-72.0,3,39.2,0.392,4
sta5,32,3,-72.0,4,29.41,0.2941,2
sta5,32,2,-64.0,6,20.62,0.2062,2
sta1,32,3,-60.0,4,12.04,0.1204,3
sta1,32,2,-73.0,6,40.31,0.4031,3
sta3,324,3,-72.0,4,29.41,0.2941,3
sta3,324,2,-73.0,6,40.8,0.408,3
sta3,324,4,-76.0,3,52.39,0.5239,3
sta4,4,4,-73.0,3,40.01,0.4001,4
sta5,32,3,-72.0,4,31.06,0.3106,2
sta5,32,2,-63.0,6,19.1,0.191,2
sta1,32,3,-62.0,4,14.32,0.1432,3
sta1,32,2,-72.0,6,37.48,0.3748,3
sta3,324,3,-71.0,4,27.51,0.2751,3
sta3,324,2,-73.0,6,41.44,0.4144,3
sta3,324,4,-76.0,3,52.89,0.5289,3
sta4,4,4,-73.0,3,42.11,0.4211,4
sta5,32,3,-72.0,4,30.41,0.3041,2
sta5,32,2,-64.0,6,20.62,0.2062,2
sta1,32,3,-66.0,4,18.68,0.1868,3
sta1,32,2,-70.0,6,33.3,0.333,3
sta3,324,3,-71.0,4,28.86,0.2886,3
sta3,324,2,-72.0,6,38.9,0.389,3
sta3,324,4,-77.0,3,54.34,0.5434,3
sta4,4,4,-73.0,3,41.0,0.41,4
sta5,32,3,-72.0,4,29.68,0.2968,2
sta5,32,2,-64.0,6,20.52,0.2052,2
sta1,32,3,-67.0,4,21.38,0.2138,3
sta1,32,2,-70.0,6,32.2,0.322,3
sta3,324,3,-72.0,4,29.61,0.2961,3
sta3,324,2,-72.0,6,37.64,0.3764,3
sta3,324,4,-77.0,3,55.11,0.5511,3
sta4,4,4,-72.0,3,38.01,0.3801,4
sta5,32,3,-72.0,4,31.38,0.3138,2
sta5,32,2,-63.0,6,19.1,0.191,2
sta1,32,3,-70.0,4,25.71,0.2571,3
sta1,32,2,-68.0,6,28.3,0.283,3
sta3,32,3,-70.0,4,26.17,0.2617,3
sta3,32,2,-71.0,6,35.85,0.3585,3
sta4,4,4,-71.0,3,36.35,0.3635,4
sta5,32,3,-71.0,4,29.07,0.2907,2
sta5,32,2,-65.0,6,22.02,0.2202,2
sta1,32,3,-70.0,4,25.32,0.2532,3
sta1,32,2,-69.0,6,30.02,0.3002,3
sta3,324,3,-72.0,4,31.26,0.3126,3
sta3,324,2,-71.0,6,35.17,0.3517,3
sta3,324,4,-77.0,3,56.72,0.5672,3
sta4,4,4,-72.0,3,37.48,0.3748,4
sta5,32,3,-70.0,4,26.93,0.2693,2
sta5,32,2,-66.0,6,23.35,0.2335,2
sta1,32,3,-71.0,4,27.66,0.2766,3
sta1,32,2,-68.0,6,27.29,0.2729,3
sta3,321,3,-74.0,4,36.12,0.3612,3
sta3,321,2,-70.0,6,33.24,0.3324,3
sta3,321,1,-76.0,3,44.1,0.441,3
sta4,4,4,-72.0,3,38.12,0.3812,4
sta5,32,3,-71.0,4,28.23,0.2823,2
sta5,32,2,-66.0,6,23.6,0.236,2
sta1,32,3,-72.0,4,29.61,0.2961,3
sta1,32,2,-67.0,6,26.4,0.264,3
sta3,32,3,-73.0,4,33.0,0.33,3
sta3,32,2,-69.0,6,30.81,0.3081,3
sta4,4,4,-72.0,3,39.2,0.392,4
sta5,32,3,-71.0,4,29.07,0.2907,2
sta5,32,2,-65.0,6,22.02,0.2202,2
sta1,32,3,-73.0,4,32.02,0.3202,3
sta1,32,2,-66.0,6,23.77,0.2377,3
sta3,324,3,-72.0,4,31.26,0.3126,3
sta3,324,2,-71.0,6,35.17,0.3517,3
sta3,324,4,-77.0,3,56.72,0.5672,3
sta4,4,4,-72.0,3,37.85,0.3785,4
sta5,32,3,-71.0,4,29.07,0.2907,2
sta5,32,2,-65.0,6,22.02,0.2202,2
sta1,32,3,-74.0,4,35.11,0.3511,3
sta1,32,2,-63.0,6,19.31,0.1931,3
sta3,32,3,-73.0,4,34.01,0.3401,3
sta3,32,2,-69.0,6,31.58,0.3158,3
sta4,4,4,-71.0,3,35.9,0.359,4
sta5,32,3,-71.0,4,29.07,0.2907,2
sta5,32,2,-65.0,6,22.02,0.2202,2
sta1,32,3,-73.0,4,32.57,0.3257,3
sta1,32,2,-65.0,6,21.93,0.2193,3
sta3,32,3,-73.0,4,33.0,0.33,3
sta3,32,2,-69.0,6,30.81,0.3081,3
sta4,4,4,-72.0,3,37.64,0.3764,4
sta5,32,3,-70.0,4,26.4,0.264,2
sta5,32,2,-66.0,6,24.84,0.2484,2
sta1,32,3,-73.0,4,32.7,0.327,3
sta1,32,2,-63.0,6,19.72,0.1972,3
sta3,32,3,-73.0,4,34.01,0.3401,3
sta3,32,2,-69.0,6,31.58,0.3158,3
sta4,4,4,-72.0,3,37.0,0.37,4
sta5,32,3,-71.0,4,29.07,0.2907,2
sta5,32,2,-65.0,6,22.02,0.2202,2
sta1,32,3,-72.0,4,29.55,0.2955,3
sta1,32,2,-65.0,6,22.2,0.222,3
sta3,3214,3,-75.0,4,37.22,0.3722,3
sta3,3214,2,-70.0,6,34.13,0.3413,3
sta3,3214,1,-76.0,3,43.19,0.4319,3
sta3,3214,4,-77.0,3,56.08,0.5608,3
sta4,4,4,-72.0,3,39.81,0.3981,4
sta5,32,3,-72.0,4,31.32,0.3132,2
sta5,32,2,-65.0,6,23.26,0.2326,2
sta1,32,3,-71.0,4,28.65,0.2865,3
sta1,32,2,-65.0,6,21.93,0.2193,3
sta3,321,3,-75.0,4,39.05,0.3905,3
sta3,321,2,-70.0,6,32.02,0.3202,3
sta3,321,1,-75.0,3,41.05,0.4105,3
sta4,4,4,-72.0,3,39.36,0.3936,4
sta5,32,3,-73.0,4,32.02,0.3202,2
sta5,32,2,-66.0,6,23.77,0.2377,2
sta1,32,3,-71.0,4,29.07,0.2907,3
sta1,32,2,-65.0,6,22.02,0.2202,3
sta3,321,3,-75.0,4,39.05,0.3905,3
sta3,321,2,-70.0,6,32.02,0.3202,3
sta3,321,1,-75.0,3,41.05,0.4105,3
sta4,4,4,-72.0,3,39.81,0.3981,4
sta5,32,3,-74.0,4,36.4,0.364,2
sta5,32,2,-64.0,6,20.62,0.2062,2
sta1,32,3,-71.0,4,27.29,0.2729,3
sta1,32,2,-66.0,6,23.35,0.2335,3
sta3,321,3,-76.0,4,42.01,0.4201,3
sta3,321,2,-68.0,6,29.07,0.2907,3
sta3,321,1,-74.0,3,38.01,0.3801,3
sta4,4,4,-74.0,3,44.28,0.4428,4
sta5,32,3,-75.0,4,37.64,0.3764,2
sta5,32,2,-63.0,6,19.42,0.1942,2
sta1,32,3,-71.0,4,28.3,0.283,3
sta1,32,2,-65.0,6,21.93,0.2193,3
sta3,321,3,-77.0,4,43.05,0.4305,3
sta3,321,2,-68.0,6,28.16,0.2816,3
sta3,321,1,-74.0,3,37.05,0.3705,3
sta4,4,4,-73.0,3,40.85,0.4085,4
sta5,32,3,-75.0,4,37.7,0.377,2
sta5,32,2,-61.0,6,16.76,0.1676,2
sta1,32,3,-70.0,4,26.63,0.2663,3
sta1,32,2,-66.0,6,23.43,0.2343,3
sta3,321,3,-77.0,4,43.0,0.43,3
sta3,321,2,-69.0,6,30.15,0.3015,3
sta3,321,1,-74.0,3,37.0,0.37,3
sta4,4,4,-73.0,3,40.85,0.4085,4
sta5,32,3,-75.0,4,37.16,0.3716,2
sta5,32,2,-61.0,6,16.16,0.1616,2
sta1,32,3,-70.0,4,26.93,0.2693,3
sta1,32,2,-66.0,6,23.35,0.2335,3
sta3,3214,3,-77.0,4,43.19,0.4319,3
sta3,3214,2,-70.0,6,34.13,0.3413,3
sta3,3214,1,-74.0,3,37.22,0.3722,3
sta3,3214,4,-77.0,3,56.08,0.5608,3
sta4,4,4,-72.0,3,38.48,0.3848,4
sta5,32,3,-74.0,4,35.11,0.3511,2
sta5,32,2,-63.0,6,19.31,0.1931,2
sta1,32,3,-72.0,4,30.81,0.3081,3
sta1,32,2,-63.0,6,19.21,0.1921,3
sta3,321,3,-77.0,4,43.05,0.4305,3
sta3,321,2,-70.0,6,32.14,0.3214,3
sta3,321,1,-74.0,3,37.05,0.3705,3
sta4,4,4,-72.0,3,39.36,0.3936,4
sta5,32,3,-74.0,4,35.74,0.3574,2
sta5,32,2,-63.0,6,19.92,0.1992,2
sta1,32,3,-72.0,3,31.38,0.3138,3
sta1,32,2,-63.0,6,19.1,0.191,3
sta3,21,2,-69.0,6,31.58,0.3158,1
sta3,21,1,-72.0,4,34.01,0.3401,1
sta4,4,4,-72.0,3,39.81,0.3981,4
sta5,32,3,-74.0,3,35.17,0.3517,2
sta5,32,2,-65.0,6,21.84,0.2184,2
sta1,32,3,-72.0,3,30.81,0.3081,3
sta1,32,2,-63.0,6,19.21,0.1921,3
sta3,21,2,-69.0,6,29.61,0.2961,1
sta3,21,1,-72.0,4,34.01,0.3401,1
sta4,4,4,-71.0,3,35.85,0.3585,4
sta5,32,3,-74.0,3,35.17,0.3517,2
sta5,32,2,-65.0,6,21.84,0.2184,2
sta1,32,3,-71.0,3,27.29,0.2729,3
sta1,32,2,-66.0,6,23.35,0.2335,3
sta3,21,2,-67.0,6,25.71,0.2571,1
sta3,21,1,-73.0,4,34.37,0.3437,1
sta4,4,4,-70.0,3,34.13,0.3413,4
sta5,32,3,-74.0,3,34.48,0.3448,2
sta5,32,2,-64.0,6,21.19,0.2119,2
sta1,32,3,-71.0,3,27.29,0.2729,3
sta1,32,2,-66.0,6,23.35,0.2335,3
sta3,21,2,-67.0,6,25.63,0.2563,1
sta3,21,1,-71.0,4,31.58,0.3158,1
sta4,4,4,-71.0,3,34.48,0.3448,4
sta5,32,3,-75.0,3,37.64,0.3764,2
sta5,32,2,-63.0,6,19.42,0.1942,2
sta1,32,3,-70.0,3,25.94,0.2594,3
sta1,32,2,-66.0,6,24.76,0.2476,3
sta3,21,2,-69.0,6,30.08,0.3008,1
sta3,21,1,-70.0,4,29.07,0.2907,1
sta4,4,4,-71.0,3,35.34,0.3534,4
sta5,321,3,-75.0,3,37.11,0.3711,2
sta5,321,2,-64.0,6,21.38,0.2138,2
sta5,321,1,-76.0,4,44.91,0.4491,2
sta1,32,3,-72.0,3,30.02,0.3002,3
sta1,32,2,-64.0,6,20.52,0.2052,3
sta3,21,2,-68.0,6,28.86,0.2886,1
sta3,21,1,-72.0,4,33.06,0.3306,1
sta4,4,4,-71.0,3,36.24,0.3624,4
sta5,32,3,-74.0,3,35.11,0.3511,2
sta5,32,2,-63.0,6,19.31,0.1931,2
sta1,32,3,-72.0,3,29.41,0.2941,3
sta1,32,2,-64.0,6,20.62,0.2062,3
sta3,21,2,-69.0,6,31.32,0.3132,1
sta3,21,1,-71.0,4,31.0,0.31,1
sta4,4,4,-72.0,3,37.7,0.377,4
sta5,32,3,-75.0,3,37.7,0.377,2
sta5,32,2,-61.0,6,16.76,0.1676,2
sta1,32,3,-72.0,3,31.06,0.3106,3
sta1,32,2,-63.0,6,19.1,0.191,3
sta3,21,2,-70.0,6,32.76,0.3276,1
sta3,21,1,-72.0,4,33.06,0.3306,1
sta4,4,4,-72.0,3,37.0,0.37,4
sta5,32,3,-74.0,3,35.34,0.3534,2
sta5,32,2,-61.0,6,17.0,0.17,2
sta1,32,3,-72.0,3,30.02,0.3002,3
sta1,32,2,-64.0,6,20.52,0.2052,3
sta3,214,2,-71.0,6,36.35,0.3635,1
sta3,214,1,-73.0,4,35.51,0.3551,1
sta3,214,4,-77.0,3,54.23,0.5423,1
sta4,4,4,-72.0,3,38.9,0.389,4
sta5,32,3,-74.0,3,36.67,0.3667,2
sta5,32,2,-60.0,6,15.65,0.1565,2
sta1,32,3,-74.0,3,34.48,0.3448,3
sta1,32,2,-61.0,6,16.4,0.164,3
sta3,214,2,-73.0,6,40.31,0.4031,1
sta3,214,1,-73.0,4,36.4,0.364,1
sta3,214,4,-76.0,3,50.25,0.5025,1
sta4,4,4,-73.0,3,40.16,0.4016,4
sta5,32,3,-74.0,3,36.24,0.3624,2
sta5,32,2,-60.0,6,15.26,0.1526,2
sta1,32,3,-74.0,3,36.67,0.3667,3
sta1,32,2,-60.0,6,15.65,0.1565,3
sta3,2143,2,-73.0,6,40.11,0.4011,1
sta3,2143,1,-74.0,4,38.33,0.3833,1
sta3,2143,4,-75.0,3,50.09,0.5009,1
sta3,2143,3,-77.0,3,44.15,0.4415,1
sta4,4,4,-70.0,3,33.84,0.3384,4
sta5,32,3,-73.0,3,32.2,0.322,2
sta5,32,2,-63.0,6,19.42,0.1942,2
sta1,32,3,-75.0,3,39.81,0.3981,3
sta1,32,2,-59.0,6,13.6,0.136,3
sta3,2143,2,-72.0,6,39.05,0.3905,1
sta3,2143,1,-74.0,4,39.05,0.3905,1
sta3,2143,4,-76.0,3,51.04,0.5104,1
sta3,2143,3,-76.0,3,42.95,0.4295,1
sta4,4,4,-71.0,3,35.74,0.3574,4
sta5,32,3,-74.0,3,34.89,0.3489,2
sta5,32,2,-61.0,6,16.64,0.1664,2
sta1,32,3,-77.0,3,43.42,0.4342,3
sta1,32,2,-53.0,6,9.22,0.0922,3
sta3,2143,2,-73.0,6,42.11,0.4211,1
sta3,2143,1,-74.0,4,38.9,0.389,1
sta3,2143,4,-75.0,3,48.09,0.4809,1
sta3,2143,3,-77.0,3,44.64,0.4464,1
sta4,4,4,-72.0,3,37.64,0.3764,4
sta5,32,3,-74.0,3,35.34,0.3534,2
sta5,32,2,-61.0,6,17.0,0.17,2
sta1,2,2,-53.0,6,9.0,0.09,2
sta3,214,2,-73.0,6,42.3,0.423,1
sta3,214,1,-74.0,4,37.0,0.37,1
sta3,214,4,-75.0,3,48.26,0.4826,1
sta4,4,4,-72.0,3,37.16,0.3716,4
sta5,32,3,-74.0,3,35.85,0.3585,3
sta5,32,2,-60.0,6,15.0,0.15,3
sta1,21,2,-52.0,6,8.06,0.0806,2
sta1,21,1,-76.0,4,44.78,0.4478,2
sta3,214,2,-72.0,6,39.81,0.3981,1
sta3,214,1,-72.0,4,33.24,0.3324,1
sta3,214,4,-76.0,3,51.62,0.5162,1
sta4,4,4,-72.0,3,39.56,0.3956,4
sta5,32,3,-75.0,3,39.36,0.3936,3
sta5,32,2,-58.0,6,13.0,0.13,3
sta1,23,2,-52.0,6,8.54,0.0854,2
sta1,23,3,-77.0,3,43.05,0.4305,2
sta3,21,2,-70.0,6,33.54,0.3354,1
sta3,21,1,-72.0,4,34.13,0.3413,1
sta4,4,4,-72.0,3,37.0,0.37,4
sta5,32,3,-75.0,3,36.89,0.3689,3
sta5,32,2,-58.0,6,13.45,0.1345,3
sta1,23,2,-52.0,6,8.06,0.0806,2
sta1,23,3,-76.0,3,42.72,0.4272,2
sta3,214,2,-71.0,6,36.67,0.3667,1
sta3,214,1,-72.0,4,33.54,0.3354,1
sta3,214,4,-77.0,3,54.45,0.5445,1
sta4,4,4,-71.0,3,36.4,0.364,4
sta5,32,3,-74.0,3,35.51,0.3551,3
sta5,32,2,-60.0,6,14.87,0.1487,3
sta1,23,2,-52.0,6,8.06,0.0806,2
sta1,23,3,-77.0,3,44.78,0.4478,2
sta3,214,2,-73.0,6,41.0,0.41,1
sta3,214,1,-72.0,4,32.57,0.3257,1
sta3,214,4,-76.0,3,50.8,0.508,1
sta4,4,4,-71.0,3,34.71,0.3471,4
sta5,32,3,-74.0,3,35.51,0.3551,3
sta5,32,2,-60.0,6,14.87,0.1487,3
sta1,23,2,-52.0,6,8.54,0.0854,2
sta1,23,3,-77.0,3,43.05,0.4305,2
sta3,214,2,-73.0,6,41.77,0.4177,1
sta3,214,1,-72.0,4,33.84,0.3384,1
sta3,214,4,-75.0,3,49.65,0.4965,1
sta4,4,4,-70.0,3,32.02,0.3202,4
sta5,32,3,-73.0,3,34.13,0.3413,3
sta5,32,2,-61.0,6,16.28,0.1628,3
sta1,23,2,-59.0,6,14.32,0.1432,2
sta1,23,3,-76.0,3,40.31,0.4031,2
sta3,214,2,-74.0,6,43.42,0.4342,1
sta3,214,1,-71.0,4,31.38,0.3138,1
sta3,214,4,-75.0,3,49.24,0.4924,1
sta4,4,4,-71.0,3,35.17,0.3517,4
sta5,32,3,-72.0,3,29.68,0.2968,3
sta5,32,2,-64.0,6,20.52,0.2052,3
sta1,23,2,-61.0,6,16.64,0.1664,2
sta1,23,3,-74.0,3,34.89,0.3489,2
sta3,214,2,-73.0,6,42.72,0.4272,1
sta3,214,1,-71.0,4,30.08,0.3008,1
sta3,214,4,-76.0,3,50.45,0.5045,1
sta4,4,4,-72.0,3,37.0,0.37,4
sta5,32,3,-72.0,3,30.02,0.3002,3
sta5,32,2,-64.0,6,20.52,0.2052,3
sta1,23,2,-57.0,6,12.53,0.1253,2
sta1,23,3,-75.0,3,38.95,0.3895,2
sta3,214,2,-74.0,6,45.31,0.4531,1
sta3,214,1,-69.0,4,25.94,0.2594,1
sta3,214,4,-76.0,3,50.92,0.5092,1
sta4,4,4,-71.0,3,35.34,0.3534,4
sta5,32,3,-72.0,3,29.68,0.2968,3
sta5,32,2,-64.0,6,20.52,0.2052,3
sta1,23,2,-56.0,6,10.82,0.1082,2
sta1,23,3,-76.0,3,39.96,0.3996,2
sta3,214,2,-73.0,6,41.44,0.4144,1
sta3,214,1,-70.0,4,27.51,0.2751,1
sta3,214,4,-76.0,3,52.89,0.5289,1
sta4,4,4,-72.0,3,37.16,0.3716,4
sta5,32,3,-70.0,3,26.63,0.2663,3
sta5,32,2,-66.0,6,23.43,0.2343,3
sta1,23,2,-57.0,6,12.04,0.1204,2
sta1,23,3,-75.0,3,38.28,0.3828,2
sta3,214,2,-72.0,6,39.56,0.3956,1
sta3,214,1,-69.0,4,26.93,0.2693,1
sta3,214,4,-77.0,3,54.82,0.5482,1
sta4,4,4,-71.0,3,36.24,0.3624,4
sta5,32,3,-71.0,3,28.3,0.283,3
sta5,32,2,-65.0,6,21.93,0.2193,3
sta1,23,2,-58.0,6,13.0,0.13,2
sta1,23,3,-75.0,3,39.36,0.3936,2
sta3,214,2,-72.0,6,37.64,0.3764,1
sta3,214,1,-71.0,4,29.61,0.2961,1
sta3,214,4,-77.0,3,55.11,0.5511,1
sta4,4,4,-71.0,3,34.89,0.3489,4
sta5,32,3,-71.0,3,29.07,0.2907,3
sta5,32,2,-65.0,6,22.02,0.2202,3
sta1,23,2,-59.0,6,14.32,0.1432,2
sta1,23,3,-75.0,3,38.01,0.3801,2
sta3,21,2,-71.0,6,35.74,0.3574,1
sta3,21,1,-70.0,4,29.27,0.2927,1
sta4,4,4,-70.0,3,34.13,0.3413,4
sta5,32,3,-73.0,3,31.95,0.3195,3
sta5,32,2,-64.0,6,21.47,0.2147,3
sta1,23,2,-61.0,6,16.4,0.164,2
sta1,23,3,-74.0,3,34.48,0.3448,2
sta3,21,2,-71.0,6,35.74,0.3574,1
sta3,21,1,-70.0,4,29.27,0.2927,1
sta4,4,4,-70.0,3,32.2,0.322,4
sta5,32,3,-72.0,3,30.87,0.3087,3
sta5,32,2,-64.0,6,20.81,0.2081,3
sta1,23,2,-62.0,6,17.8,0.178,2
sta1,23,3,-73.0,3,32.2,0.322,2
sta3,214,2,-72.0,6,39.56,0.3956,1
sta3,214,1,-69.0,4,26.93,0.2693,1
sta3,214,4,-77.0,3,54.82,0.5482,1
sta4,4,4,-70.0,3,33.12,0.3312,4
sta5,32,3,-72.0,3,31.38,0.3138,3
sta5,32,2,-64.0,6,21.1,0.211,3
sta1,23,2,-63.0,6,19.72,0.1972,2
sta1,23,3,-72.0,3,30.48,0.3048,2
sta3,21,2,-70.0,6,34.01,0.3401,1
sta3,21,1,-69.0,4,26.02,0.2602,1
sta4,4,4,-71.0,3,34.48,0.3448,4
sta5,32,3,-72.0,3,30.41,0.3041,3
sta5,32,2,-64.0,6,20.62,0.2062,3
sta1,23,2,-65.0,5,22.2,0.222,3
sta1,23,3,-71.0,4,27.8,0.278,3
sta3,21,2,-70.0,5,32.2,0.322,1
sta3,21,1,-69.0,4,26.02,0.2602,1
sta4,4,4,-70.0,3,33.12,0.3312,4
sta5,32,3,-73.0,4,31.76,0.3176,3
sta5,32,2,-63.0,5,19.21,0.1921,3
sta1,23,2,-65.0,5,22.47,0.2247,3
sta1,23,3,-71.0,4,27.66,0.2766,3
sta3,21,2,-68.0,5,28.23,0.2823,1
sta3,21,1,-70.0,4,29.27,0.2927,1
sta4,4,4,-70.0,3,33.54,0.3354,4
sta5,32,3,-72.0,4,29.41,0.2941,3
sta5,32,2,-64.0,5,20.62,0.2062,3
